School Name,NCES School ID,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Magnet,Title I School,Title 1 School Wide,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified
The Early College Lansing Community College,268052008246,Ingham County,2630 WEST HOWELL RD,MASON,MI,48854,9392,(517)244-1254,12,City: Midsize,No,No,No,†,98,0,†,24,1,–
The Greenspire School,260098308281,Grand Traverse County,1026 Red Drive,Traverse City,MI,49684,,(231)421-5905,33,Town: Remote,Yes,No,Yes,No,132,8.2,16.1,42,2,–
The Greenspire School,260098309012,Grand Traverse County,2200 Dendrinos Drive,Traverse City,MI,49684,4593,(231)421-5905,33,Town: Remote,Yes,No,Yes,No,61,3.5,17.43,20,1,–
The Harper Woods College and Career Institute,261776008935,Wayne County,20570 KELLY RD,HARPER WOODS,MI,48225,1208,(313)332-8451,21,Suburb: Large,No,No,No,†,0,1,†,–,–,–
The Learning Community,260789000513,Genesee County,1181 WEST SCOTTWOOD AVE,FLINT,MI,48507,3615,(810)591-3890,21,Suburb: Large,No,No,No,†,0,4,†,–,–,–
The Learning CoOp,262472008971,Genesee County,1309 N BALLENGER HWY,FLINT,MI,48504,7519,(810)591-0860,13,City: Small,No,No,Yes,Yes,5,1,5,†,†,†
The Lincoln Center,263654001265,Wayne County,891 Goddard,WYANDOTTE,MI,48192,6925,(734)759-5900,21,Suburb: Large,No,No,Yes,Yes,141,32.6,4.33,70,4,–
The LINK A Pathway to Success,262814008973,Livingston County,2130 E M 36,PINCKNEY,MI,48169,8186,(810)225-5517,22,Suburb: Midsize,No,Yes,Yes,Yes,38,0.17,223.53,17,0,–
The New Standard Academy,260101808324,Genesee County,2040 W Carpenter,Flint,MI,48505,,(810)787-3330,21,Suburb: Large,Yes,No,Yes,Yes,742,120.25,6.17,723,1,–
The School at Marygrove,260110308932,Wayne County,8425 W MCNICHOLS RD,DETROIT,MI,48221,2546,(248)961-2173,11,City: Large,No,No,Yes,Yes,284,18,15.78,166,7,–
The SER Learning Academy East,260110308939,Wayne County,5555 CONNER ST STE 2716,DETROIT,MI,48213,3448,(313)945-5200,11,City: Large,No,No,No,†,57,0,†,48,1,–
The Success Academy,263039008391,Saginaw County,1925 S OUTER DR,SAGINAW,MI,48601,6639,(989)399-4400,22,Suburb: Midsize,No,No,Yes,Yes,102,6,17,87,3,–
Thornapple Kellogg High School,263381006924,Barry County,3885 BENDER RD,MIDDLEVILLE,MI,49333,9273,(269)795-3394,41,Rural: Fringe,No,Yes,No,†,974,49.2,19.8,262,46,–
Three Rivers High School,263384006930,St. Joseph County,700 6TH AVE,THREE RIVERS,MI,49093,8328,(269)279-1120,31,Town: Fringe,No,No,No,†,684,36.1,18.95,267,27,–
Thumb Correctional Facility,260000107838,Lapeer County,3225 JOHN CONLEY DR,LAPEER,MI,48446,2987,(810)667-2045,31,Town: Fringe,No,No,No,†,9,0,†,5,0,–
Tier III Intervention Academy,262874008773,Oakland County,1051 Arlene,Pontiac,MI,48340,2904,(248)451-7315,13,City: Small,No,No,No,†,10,0,†,7,0,–
Tipton Academy 48,260103608745,Wayne County,29205 Florence,Garden City,MI,48135,,(586)731-5300,21,Suburb: Large,Yes,No,Yes,Yes,206,10.92,18.86,148,7,–
Transition Services,261995000875,Kalamazoo County,1411 Oakland Dr,KALAMAZOO,MI,49008,,(269)337-0161,13,City: Small,No,No,No,†,27,2.25,12,17,0,–
Traverse City High School,263387001230,Grand Traverse County,3962 3 MILE RD N,TRAVERSE CITY,MI,49686,9164,(231)933-5860,41,Rural: Fringe,No,No,Yes,Yes,156,7.45,20.94,104,5,–
Trenton High School,263390006956,Wayne County,2601 CHARLTON RD,TRENTON,MI,48183,2446,(734)692-4531,21,Suburb: Large,No,No,No,†,887,40.64,21.83,245,22,–
Tri County Educational Center,261428008350,Oakland County,21131 GARDEN LN,FERNDALE,MI,48220,4200,(248)586-8885,21,Suburb: Large,No,No,Yes,Yes,363,8.96,40.51,301,9,–
Tri County Senior High School,263393006961,Montcalm County,21338 KENDAVILLE RD,HOWARD CITY,MI,49329,8751,(231)937-4338,42,Rural: Distant,No,No,No,†,583,32.25,18.08,235,18,–
Trillium Academy,260027701477,Wayne County,15740 RACHO BLVD,TAYLOR,MI,48180,5211,(734)374-8222,13,City: Small,Yes,No,Yes,Yes,664,126.25,5.26,467,34,–
TriTownship School,262934006514,Delta County,10070 US HIGHWAY 2,Rapid River,MI,49878,,(906)474-6411,42,Rural: Distant,No,No,Yes,Yes,283,19.95,14.19,129,9,–
Troy College and Career High School,263426000675,Oakland County,1522 E BIG BEAVER RD,Troy,MI,48083,2008,(248)823-5156,13,City: Small,No,No,Yes,No,175,8.06,21.71,62,0,–
Troy High School,263426006966,Oakland County,4777 Northfield Parkway,Troy,MI,48098,4497,(248)823-2700,13,City: Small,No,No,No,†,2098,116.7,17.98,220,30,–
Turning Point Academy,260110308805,Wayne County,18501 Waltham St,Detroit,MI,48205,,(313)347-8900,11,City: Large,No,No,Yes,Yes,27,6.5,4.15,23,0,–
Tuscola Technology Center,268098000727,Tuscola County,1401 CLEAVER RD,CARO,MI,48723,9155,(989)673-5300,41,Rural: Fringe,No,No,No,†,0,16,†,–,–,–
Ubly Community JrSr High School,263438006981,Huron County,2020 UNION ST,UBLY,MI,48475,8824,(989)658-8554,42,Rural: Distant,No,No,Yes,No,320,18.49,17.31,105,12,–
UCS Alternative Learning Center,263447008727,Macomb County,7600 18 Mile Rd,Sterling Heights,MI,48314,8314,(586)797-7000,21,Suburb: Large,No,No,Yes,Yes,181,8.57,21.12,106,7,–
Union City High School,263441006983,Branch County,430 SAINT JOSEPH ST,UNION CITY,MI,49094,1245,(517)741-8561,42,Rural: Distant,No,No,Yes,Yes,337,16.52,20.4,160,43,–
Union High School,261644005350,Kent County,1800 TREMONT BLVD NW,GRAND RAPIDS,MI,49504,4868,(616)819-3160,12,City: Midsize,No,No,Yes,Yes,952,53,17.96,827,45,–
Union High School,261215004924,Cass County,243 SOUTH FRONT ST,DOWAGIAC,MI,49047,1738,(269)782-4420,31,Town: Fringe,No,No,Yes,Yes,565,25.16,22.46,291,48,–
Union High Transition,261644008894,Kent County,1800 TREMONT BLVD NW,GRAND RAPIDS,MI,49504,4868,(616)819-3160,12,City: Midsize,No,No,No,†,55,2,27.5,35,6,–
UnionvilleSebewaing High School,263444006987,Huron County,2203 WILDNER RD,SEBEWAING,MI,48759,9506,(989)883-2534,42,Rural: Distant,No,No,Yes,No,226,10.35,21.84,60,10,–
Unity Alternative School,262205005928,Kent County,300 HIGH ST,LOWELL,MI,49331,1478,(616)987-2550,31,Town: Fringe,No,No,Yes,Yes,15,1,15,10,1,–
Universal Academy,260023701207,Wayne County,4833 Ogden,DETROIT,MI,48210,,(313)581-5006,11,City: Large,Yes,No,Yes,Yes,678,38.39,17.66,663,0,–
Universal Learning Academy,260030007820,Wayne County,28015 JOY RD,WESTLAND,MI,48185,5525,(734)402-5900,21,Suburb: Large,Yes,No,Yes,Yes,721,37.94,19,671,17,–
University High School,261428001901,Oakland County,2521 Bermuda,FERNDALE,MI,48220,2832,(248)586-8846,21,Suburb: Large,No,No,Yes,Yes,514,19,27.05,383,26,–
University High School Academy,263231007791,Oakland County,19301 W 12 Mile Road,Lathrup Village,MI,48076,2557,(248)746-4370,21,Suburb: Large,No,Yes,No,†,342,20.6,16.6,114,15,–
University Preparatory Academy PSAD High School,260095607842,Wayne County,600 ANTOINETTE ST,DETROIT,MI,48202,3457,(313)874-4340,11,City: Large,Yes,Yes,Yes,Yes,578,37.33,15.48,394,29,–
University Preparatory Art Design MiddleHigh,260096108026,Wayne County,485 W MILWAUKEE ST,DETROIT,MI,48202,3220,(313)481-4000,11,City: Large,Yes,No,Yes,Yes,889,47,18.91,646,41,–
University Preparatory Science and Math PSAD High School,260095208134,Wayne County,2664 Franklin Street,Detroit,MI,48207,,(313)393-9166,11,City: Large,Yes,Yes,Yes,Yes,478,24.51,19.5,334,30,–
University Yes Academy,260097108194,Wayne County,14717 Curtis Street,Detroit,MI,48235,,(313)270-2556,11,City: Large,Yes,No,Yes,Yes,496,11.3,43.89,471,3,–
Uplift Michigan Academy,260112008890,Menominee County,W526 DIVISION ST,STEPHENSON,MI,49887,,(313)335-3218,43,Rural: Remote,Yes,No,Yes,Yes,593,19.9,29.8,414,31,–
Utica High School,263447007005,Macomb County,47255 SHELBY RD,Utica,MI,48317,3156,(586)797-2200,21,Suburb: Large,No,No,No,†,1408,70.8,19.89,428,52,–
Valley Center School,268060000873,Kalamazoo County,3122 LAKE ST,KALAMAZOO,MI,49048,5824,(269)250-9773,22,Suburb: Midsize,No,No,No,†,31,5,6.2,19,2,–
Van Buren Tech,268098500728,Van Buren County,490 SOUTH PAW PAW ST,LAWRENCE,MI,49064,9328,(269)674-8091,42,Rural: Distant,No,No,No,†,0,36,†,–,–,–
Van Hoosen Middle School,262994006580,Oakland County,1339 NORTH ADAMS RD,ROCHESTER HILLS,MI,48306,3870,(248)726-4900,21,Suburb: Large,No,No,No,†,842,39.06,21.56,46,3,–
Vandenboom Alternative High School,260001301885,Marquette County,1175 ERIE AVE,MARQUETTE,MI,49855,1399,(906)225-4321,33,Town: Remote,No,No,Yes,Yes,161,8.01,20.1,94,1,–
Vanderbilt Area School,263462007040,Otsego County,947 DONOVAN ST,VANDERBILT,MI,49795,9772,(989)983-2561,42,Rural: Distant,No,No,Yes,Yes,93,7.66,12.14,80,1,–
Vandercook Lake High School,263465007043,Jackson County,1000 EAST GOLF AVE,JACKSON,MI,49203,5730,(517)782-8167,23,Suburb: Small,No,No,Yes,Yes,325,20.01,16.24,242,20,–
Vandercook Lake Virtual Academy,263465008759,Jackson County,1000 EAST GOLF AVE,JACKSON,MI,49203,5730,(517)782-9044,23,Suburb: Small,No,No,Yes,Yes,61,1.15,53.04,47,3,–
Vassar Senior High School,263471007056,Tuscola County,220 ATHLETIC ST,VASSAR,MI,48768,1205,(989)823-8534,32,Town: Distant,No,No,Yes,Yes,485,24.95,19.44,274,22,–
Venture Academy,263666001546,Ottawa County,3390 100TH AVE,ZEELAND,MI,49464,9604,(616)748-4740,23,Suburb: Small,No,No,Yes,Yes,80,4,20,40,1,–
Venture High School,261910000053,Lapeer County,2061 SOUTH ALMONT AVE,IMLAY CITY,MI,48444,9732,(810)724-9856,32,Town: Distant,No,No,Yes,Yes,53,0,†,42,2,–
Veritas,262946008560,Wayne County,17715 Brady,Redford,MI,48240,,(313)242-3250,21,Suburb: Large,No,No,Yes,Yes,50,2,25,35,1,–
Vestaburg Community Alternative Education School Vestaburg,263492009004,Montcalm County,7188 AVENUE B,VESTABURG,MI,48891,9502,(989)268-5353,43,Rural: Remote,No,No,Yes,Yes,28,2.65,10.57,17,1,–
Vestaburg Community Alternative Education School Wyoming,263492008891,Kent County,7188 AVENUE B,VESTABURG,MI,48891,9502,(989)268-5353,21,Suburb: Large,No,No,Yes,Yes,305,2.95,103.39,204,5,–
Vestaburg Community High School,263492007059,Montcalm County,7188 AVENUE B,VESTABURG,MI,48891,9544,(989)268-5343,43,Rural: Remote,No,Yes,Yes,Yes,238,15.15,15.71,115,4,–
Vicksburg High School,263495007065,Kalamazoo County,501 EAST HIGHWAY ST,VICKSBURG,MI,49097,1338,(269)321-1100,22,Suburb: Midsize,No,No,No,†,777,41.38,18.78,169,7,–
Vicksburg Pathways High School,263495008342,Kalamazoo County,301 S Kalamazoo Street,Vicksburg,MI,49097,,(269)321-1020,22,Suburb: Midsize,No,No,Yes,Yes,99,1.55,63.87,48,4,–
Viking Virtual Academy,261803008776,Oakland County,420 WEST 9 MILE RD,HAZEL PARK,MI,48030,1754,(248)658-5200,21,Suburb: Large,No,No,No,†,97,1.28,75.78,80,1,–
Virtual Learning Academy Consortium,268088008361,Oakland County,2111 Pontiac Lake Road,Waterford,MI,48328,2736,(248)209-2037,21,Suburb: Large,No,No,No,†,774,8.25,93.82,352,23,–
Virtual Learning Academyof St Clair County,260096808090,St. Clair County,499 Range Road,Marysville,MI,48040,,(810)455-4480,23,Suburb: Small,Yes,No,Yes,Yes,135,5.55,24.32,89,8,–
Vista Meadows Academy,260095107956,Wayne County,20651 WEST WARREN ST,DEARBORN HEIGHTS,MI,48127,2622,(313)240-4347,21,Suburb: Large,Yes,No,Yes,Yes,86,7,12.29,86,0,–
Volinia Outcome Base School,262274000121,Cass County,PO Box 48,Marcellus,MI,49067,48,(269)782-9716,42,Rural: Distant,No,No,Yes,Yes,25,1.3,19.23,23,1,–
Voyageur College Prep,260022701485,Wayne County,4366 MILITARY ST,DETROIT,MI,48210,2452,(313)361-4180,11,City: Large,Yes,No,Yes,Yes,469,103,4.55,455,2,–
WakefieldMarenisco School,263501007067,Gogebic County,715 PUTNAM ST,WAKEFIELD,MI,49968,1025,(906)224-9421,42,Rural: Distant,No,No,Yes,Yes,264,17.82,14.81,112,21,–
Waldron Area Schools,263504007069,Hillsdale County,13380 WALDRON RD,WALDRON,MI,49288,9631,(517)286-6251,43,Rural: Remote,No,No,Yes,Yes,244,18.44,13.23,158,14,–
Waldron Learning Center,268018000472,Branch County,214 BISHOP AVE,COLDWATER,MI,49036,1016,(517)279-5821,32,Town: Distant,No,No,No,†,241,10,24.1,160,12,–
Walkerville Public School,263513007070,Oceana County,145 EAST LATHROP STREET,WALKERVILLE,MI,49459,,(231)873-4850,43,Rural: Remote,No,No,Yes,Yes,302,18.81,16.06,226,31,–
Walled Lake Central High School,263516007081,Oakland County,1600 EAST OAKLEY PARK RD,COMMERCE TOWNSHIP,MI,48390,5509,(248)956-4700,21,Suburb: Large,No,No,No,†,1251,62.4,20.05,344,36,–
Walled Lake Northern High School,263516001289,Oakland County,6000 Bogie Lake Rd,Commerce Twp,MI,48382,2419,(248)956-5300,21,Suburb: Large,No,No,No,†,1534,64.5,23.78,241,28,–
Walled Lake Western High School,263516007084,Oakland County,600 BECK RD,COMMERCE TOWNSHIP,MI,48390,4005,(248)956-4400,21,Suburb: Large,No,No,Yes,No,1153,58.9,19.58,321,42,–
Warren Consolidated Community High School,263519000929,Macomb County,35201 DAVISON ST,STERLING HTS,MI,48310,5151,(586)825-2900,21,Suburb: Large,No,No,Yes,Yes,149,12.1,12.31,106,8,–
Warren Mott High School,263519007088,Macomb County,3131 EAST 12 MILE RD,WARREN,MI,48092,2448,(586)574-3250,12,City: Midsize,No,No,Yes,Yes,1481,63.7,23.25,891,73,–
Warren Woods Adult Education,263522002059,Macomb County,12900 Frazho Rd,Warren,MI,48089,1300,(586)439-4408,12,City: Midsize,No,No,No,†,2,2.6,0.77,†,†,†
Warren Woods Education Center,263522008138,Macomb County,12900 Frazho Rd,Warren,MI,48089,1300,(586)439-4402,12,City: Midsize,No,No,No,†,0,1.83,†,–,–,–
Warren Woods Enterprise HS,263522000636,Macomb County,28600 SUBURBAN DR,WARREN,MI,48088,4236,(586)439-4407,12,City: Midsize,No,No,Yes,Yes,75,5.7,13.16,55,4,–
Warren Woods Tower High School,263522007124,Macomb County,27900 Bunert Rd,Warren,MI,48088,4865,(586)439-4402,12,City: Midsize,No,No,Yes,Yes,1104,53.6,20.6,561,68,–
Washtenaw Alliance for Virtual Education,268099008165,Washtenaw County,1819 SOUTH WAGNER RD,ANN ARBOR,MI,48103,9715,(734)761-7027,21,Suburb: Large,No,No,No,†,251,13.5,18.59,145,3,–
Washtenaw County Youth Center Educational Programs,268099001807,Washtenaw County,1819 SOUTH WAGNER RD,ANN ARBOR,MI,48103,9715,(734)994-8100,21,Suburb: Large,No,No,No,†,8,3.5,2.29,†,†,†
Washtenaw Deaf and Hard of Hearing Program,268099008435,Washtenaw County,1819 S Wagner Rd,Ann Arbor,MI,48106,1406,(734)994-8100,21,Suburb: Large,No,No,No,†,5,3,1.67,†,†,†
Washtenaw International High School,268099008147,Washtenaw County,105 N MANSFIELD ST,YPSILANTI,MI,48197,4546,(734)994-8145,21,Suburb: Large,No,No,No,†,559,35.83,15.6,97,5,–
Washtenaw Technical Middle College,260016401005,Washtenaw County,4800 EAST HURON RIVER DR,ANN ARBOR,MI,48105,4800,(734)973-3410,21,Suburb: Large,Yes,No,Yes,No,796,22.66,35.13,230,4,–
Waterford Durant High School,263531001512,Oakland County,501 N CASS LAKE RD,WATERFORD,MI,48328,,(248)674-6347,21,Suburb: Large,No,No,No,†,128,12.1,10.58,85,6,–
Waterford Kettering High School,263531007143,Oakland County,2800 KETTERING DR,WATERFORD,MI,48329,3412,(248)673-1261,21,Suburb: Large,No,No,No,†,1016,50.77,20.01,394,57,–
Waterford Mott High School,263531007150,Oakland County,1151 SCOTT LAKE RD,WATERFORD,MI,48328,1526,(248)674-4134,21,Suburb: Large,No,No,No,†,1171,61.01,19.19,677,63,–
Watersmeet Township School,263534007153,Gogebic County,N4720 Highway US 45,Watersmeet,MI,49969,217,(906)358-4504,43,Rural: Remote,No,No,Yes,Yes,144,19.7,7.31,94,17,–
Watervliet Senior High School,263546007156,Berrien County,450 EAST SAINT JOSEPH ST,WATERVLIET,MI,49098,9350,(269)463-0734,31,Town: Fringe,No,No,Yes,Yes,395,20.45,19.32,216,9,–
Waverly Senior High School,263552007160,Eaton County,160 SNOW RD,LANSING,MI,48917,3391,(517)323-3831,21,Suburb: Large,No,No,Yes,Yes,974,51.85,18.78,476,56,–
WAY Oasis,262475007729,Isabella County,3480 SOUTH ISABELLA RD,MOUNT PLEASANT,MI,48858,8461,(989)775-2290,32,Town: Distant,No,No,Yes,Yes,132,2,66,91,3,–
WAY Watervliet High School,263546008276,Berrien County,450 EAST SAINT JOSEPH ST,WATERVLIET,MI,49098,9300,(269)463-0897,31,Town: Fringe,No,No,Yes,Yes,93,1,93,67,0,–
WAY Academy Chicago Site,260102308423,Wayne County,19321 W CHICAGO ST,DETROIT,MI,48228,1739,(313)444-9398,11,City: Large,Yes,No,Yes,Yes,102,2.06,49.51,102,0,–
WAY Academy Flint Flint Campus,260105608577,Genesee County,817 EAST KEARSLEY ST,FLINT,MI,48503,2076,(810)412-8655,13,City: Small,Yes,No,Yes,Yes,86,3.91,21.99,82,3,–
WAY Academy Vernor Site,260102308403,Wayne County,8701 West Vernor Highway,Detroit,MI,48209,,(313)444-8082,11,City: Large,Yes,No,Yes,Yes,115,1.92,59.9,115,0,–
WAY East Jackson,261254008667,Jackson County,1404 NORTH SUTTON RD,JACKSON,MI,49202,2822,(517)945-1335,23,Suburb: Small,No,No,Yes,Yes,47,0,†,42,1,–
WAY Eau Claire,261281008569,Berrien County,7450 HOCHBERGER RD,EAU CLAIRE,MI,49111,9762,(269)461-3121,41,Rural: Fringe,No,No,Yes,Yes,32,1,32,28,2,–
WAY Michigan,260107408589,Wayne County,407 E FORT ST,DETROIT,MI,48226,2940,(734)494-2106,11,City: Large,Yes,No,Yes,Yes,183,5.15,35.53,144,16,–
WAY Niles,262556008282,Berrien County,1 TYLER ST,NILES,MI,49120,3784,(269)633-0736,21,Suburb: Large,No,No,Yes,Yes,143,0.2,715,92,3,–
WAY South Haven,263230008492,Van Buren County,600 ELKENBURG ST,SOUTH HAVEN,MI,49090,1980,(269)637-0500,41,Rural: Fringe,No,No,No,†,32,35,0.91,25,0,–
Wayland High School,263555007169,Allegan County,870 EAST SUPERIOR ST,WAYLAND,MI,49348,9141,(269)792-2254,31,Town: Fringe,No,No,No,†,826,40.9,20.2,220,23,–
Wayne Memorial High School,260001503903,Wayne County,3001 4TH ST,WAYNE,MI,48184,1358,(734)419-2206,21,Suburb: Large,No,No,Yes,Yes,1362,87.57,15.55,771,23,–
WayneWestland Community High School,260001500767,Wayne County,5400 4TH ST,Wayne,MI,48184,2341,(734)419-2436,21,Suburb: Large,No,No,Yes,Yes,203,17.1,11.87,138,5,–
Webb Elementary School,261803001697,Oakland County,2100 WOODWARD HTS,FERNDALE,MI,48220,1522,(248)658-5902,21,Suburb: Large,No,No,Yes,Yes,316,32.2,9.81,243,10,–
Webberville High School,263573007173,Ingham County,309 EAST GRAND RIVER RD,WEBBERVILLE,MI,48892,8602,(517)521-3447,31,Town: Fringe,No,No,Yes,Yes,148,9.76,15.16,58,12,–
Wellspring Preparatory High School,260098108149,Kent County,1031 PAGE NE,GRAND RAPIDS,MI,49505,,(616)235-9500,12,City: Midsize,Yes,No,Yes,Yes,355,21.12,16.81,225,24,–
Wesley School,268085000656,Muskegon County,915 WESLEY AVE,MUSKEGON,MI,49442,2142,(231)773-9158,13,City: Small,No,No,No,†,115,22,5.23,68,4,–
West Bloomfield High School,263582007181,Oakland County,4925 ORCHARD LAKE RD,WEST BLOOMFIELD,MI,48323,2964,(248)865-6720,21,Suburb: Large,No,No,No,†,1817,94.05,19.32,507,51,–
West Iron County High School,263291006842,Iron County,701 GARFIELD AVE,IRON RIVER,MI,49935,2146,(906)265-5184,33,Town: Remote,No,No,Yes,Yes,234,12.78,18.31,139,15,–
West MI Academy of Environmental Science,260009200596,Kent County,4463 LEONARD ST NW,GRAND RAPIDS,MI,49534,2138,(616)791-7454,21,Suburb: Large,Yes,No,Yes,Yes,778,53.5,14.54,380,50,–
West Michigan Aviation Academy,260097708183,Kent County,5363 44th Street SE,Grand Rapids,MI,49512,,(616)446-8886,21,Suburb: Large,Yes,No,Yes,No,609,34.29,17.76,132,7,–
West Michigan Virtual Battle Creek HS,260543008470,Calhoun County,35 Hamblin Ave,Battle Creek,MI,49017,,(269)965-6486,13,City: Small,No,No,No,†,236,4,59,164,2,–
West Middle School,262994006574,Oakland County,500 OLD PERCH RD,ROCHESTER HILLS,MI,48309,2142,(248)726-5000,21,Suburb: Large,No,No,No,†,786,37.03,21.23,103,8,–
West Ottawa High School Campus,263591007194,Ottawa County,3685 Butternut Dr,Holland,MI,49424,,(616)786-1100,23,Suburb: Small,No,No,No,†,2233,106,21.07,889,210,–
West Ottawa Virtual Academy,263591008989,Ottawa County,342 W LAKEWOOD BLVD,HOLLAND,MI,49424,1902,(616)786-2086,23,Suburb: Small,No,No,Yes,Yes,64,2,32,29,5,–
West Senior High,263387000838,Grand Traverse County,5376 N LONG LAKE RD,TRAVERSE CITY,MI,49685,8217,(231)933-7502,41,Rural: Fringe,No,No,No,†,1544,67.08,23.02,402,37,–
West Side Academy of Information Technology and Cyber Securi,260110301423,Wayne County,4701 McKinley,DETROIT,MI,48208,,(313)456-8000,11,City: Large,No,No,Yes,Yes,207,23.2,8.92,188,3,–
Western High School,263594007200,Jackson County,1400 SOUTH DEARING RD,PARMA,MI,49269,9712,(517)841-8270,41,Rural: Fringe,No,No,No,†,855,44.25,19.32,208,35,–
Western International High School,260110304857,Wayne County,1500 SCOTTEN ST,DETROIT,MI,48209,2139,(313)849-4758,11,City: Large,No,No,Yes,Yes,2035,76.2,26.71,1471,47,–
Westfield Preparatory High School,260112508928,Wayne County,23750 Elmira,REDFORD,MI,48239,1405,(313)778-7990,21,Suburb: Large,Yes,No,Yes,Yes,758,30,25.27,615,16,–
Westwood High School,262540006202,Marquette County,300 SOUTH WESTWOOD DR,ISHPEMING,MI,49849,2922,(906)485-1023,41,Rural: Fringe,No,No,No,†,389,21.75,17.89,97,5,–
Westwood North Academy,261164008604,Wayne County,25824 MICHIGAN AVE,INKSTER,MI,48141,2459,(313)565-0400,21,Suburb: Large,No,No,No,†,57,1.5,38,47,1,–
Westwood Virtual Academy,261164007904,Wayne County,3601 JANET ST,DEARBORN HTS,MI,48125,1153,(313)565-0288,21,Suburb: Large,No,No,Yes,Yes,85,2.06,41.26,73,3,–
WexfordMissaukee ISD Career Center,268000001048,Wexford County,9901 EAST 13TH ST,CADILLAC,MI,49601,8754,(231)876-2200,41,Rural: Fringe,No,No,No,†,0,19,†,–,–,–
WexfordMissaukee ISD Special Education,268000001449,Wexford County,9907 EAST 13TH ST,CADILLAC,MI,49601,8754,(231)876-2275,41,Rural: Fringe,No,No,No,†,76,30.25,2.51,35,1,–
